Sr#,Category,Sub-Category,File Name,Extension,Label,Full Path
443,Pothole,Has Pothole,Img (47).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (47).jpg
444,Pothole,Has Pothole,Img (48).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (48).jpg
445,Pothole,Has Pothole,Img (49).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (49).jpg
446,Pothole,Has Pothole,Img (5).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (5).jpg
447,Pothole,Has Pothole,Img (50).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (50).jpg
448,Pothole,Has Pothole,Img (51).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (51).jpg
449,Pothole,Has Pothole,Img (52).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (52).jpg
450,Pothole,Has Pothole,Img (53).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (53).jpg
451,Pothole,Has Pothole,Img (54).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (54).jpg
452,Pothole,Has Pothole,Img (55).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (55).jpg
453,Pothole,Has Pothole,Img (56).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (56).jpg
454,Pothole,Has Pothole,Img (57).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (57).jpg
455,Pothole,Has Pothole,Img (58).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (58).jpg
456,Pothole,Has Pothole,Img (59).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (59).jpg
457,Pothole,Has Pothole,Img (6).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (6).jpg
458,Pothole,Has Pothole,Img (60).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (60).jpg
459,Pothole,Has Pothole,Img (61).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (61).jpg
460,Pothole,Has Pothole,Img (62).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (62).jpg
461,Pothole,Has Pothole,Img (63).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (63).jpg
462,Pothole,Has Pothole,Img (64).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (64).jpg
463,Pothole,Has Pothole,Img (65).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (65).jpg
464,Pothole,Has Pothole,Img (66).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (66).jpg
465,Pothole,Has Pothole,Img (67).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (67).jpg
466,Pothole,Has Pothole,Img (68).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (68).jpg
467,Pothole,Has Pothole,Img (69).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (69).jpg
468,Pothole,Has Pothole,Img (7).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (7).jpg
469,Pothole,Has Pothole,Img (70).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (70).jpg
470,Pothole,Has Pothole,Img (71).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (71).jpg
471,Pothole,Has Pothole,Img (72).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (72).jpg
472,Pothole,Has Pothole,Img (73).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (73).jpg
473,Pothole,Has Pothole,Img (74).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (74).jpg
474,Pothole,Has Pothole,Img (75).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (75).jpg
475,Pothole,Has Pothole,Img (76).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (76).jpg
476,Pothole,Has Pothole,Img (77).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (77).jpg
477,Pothole,Has Pothole,Img (78).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (78).jpg
478,Pothole,Has Pothole,Img (79).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (79).jpg
479,Pothole,Has Pothole,Img (8).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (8).jpg
480,Pothole,Has Pothole,Img (80).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (80).jpg
481,Pothole,Has Pothole,Img (81).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (81).jpg
482,Pothole,Has Pothole,Img (82).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (82).jpg
483,Pothole,Has Pothole,Img (83).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (83).jpg
484,Pothole,Has Pothole,Img (84).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (84).jpg
485,Pothole,Has Pothole,Img (85).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (85).jpg
486,Pothole,Has Pothole,Img (86).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (86).jpg
487,Pothole,Has Pothole,Img (87).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (87).jpg
488,Pothole,Has Pothole,Img (88).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (88).jpg
489,Pothole,Has Pothole,Img (89).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (89).jpg
490,Pothole,Has Pothole,Img (9).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (9).jpg
491,Pothole,Has Pothole,Img (90).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (90).jpg
492,Pothole,Has Pothole,Img (91).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (91).jpg
493,Pothole,Has Pothole,Img (92).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (92).jpg
494,Pothole,Has Pothole,Img (93).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (93).jpg
495,Pothole,Has Pothole,Img (94).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (94).jpg
496,Pothole,Has Pothole,Img (95).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (95).jpg
497,Pothole,Has Pothole,Img (96).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (96).jpg
498,Pothole,Has Pothole,Img (97).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (97).jpg
499,Pothole,Has Pothole,Img (98).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (98).jpg
500,Pothole,Has Pothole,Img (99).jpg,JPG,Yes,D:\final-project1\final year project\datasets\data\pothole\yes\Img (99).jpg
